_id,id,asset_id,location,alternative_name,type,location_details,url,address,geometry
102,3741,102133,Atria North Park,Atria North Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located in the middle of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/3741/index.html,75 Atria Blvd   ,"c(-79.3290506546912, 43.7743215125447)"
103,2036,102134,McGregor Park,McGregor Park Outdoor Pool Bottle Filling Station,Bottle Filling Station,Located on the outdoor pool deck on the north side by the changeroom entrances.,https://www.toronto.ca/data/parks/prd/facilities/complex/2036/index.html,2231 Lawrence Ave  E ,"c(-79.2807158844275, 43.7475946907297)"
104,2725,102135,Toronto Islands - Centre Island,Toronto Islands - Centre Island Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located at the northeast end of Avenue of the Islands before the bridge to Island Park.,https://www.toronto.ca/data/parks/prd/facilities/complex/2725/index.html,9 Queens Quay  W ,"c(-79.3736397172968, 43.6187325721533)"
105,2725,102137,Toronto Islands - Centre Island,Toronto Islands - Centre Island North Pier Snack Bar Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located outside west of the Centre Island Park Pier Snack bar/Bike Rental building on the north side of the grassy area.,https://www.toronto.ca/data/parks/prd/facilities/complex/2725/index.html,9 Queens Quay  W ,"c(-79.3723645043731, 43.6169645534951)"
106,978,102138,Madelaine Park,Madelaine Park Bottle Filling Station,Bottle Filling Station,"Located next to the outdoor fitness equipment, south of the playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/978/index.html,20 Madelaine Ave  ,"c(-79.2853923888306, 43.6926359682783)"
107,344,102139,Riverdale Park West,Riverdale Park West Wading Pool Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located east of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/344/index.html,375 Sumach St  ,"c(-79.36168527473, 43.6662709292599)"
108,344,102140,Riverdale Park West,Riverdale Farm Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located along the pathway at the south end of the farm by the animals enclosures.,https://www.toronto.ca/data/parks/prd/facilities/complex/344/index.html,375 Sumach St  ,"c(-79.3606628807145, 43.6667058293797)"
109,3742,102141,Allenbury Park,Allenbury Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located south of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/3742/index.html,160  Fairview Mall Dr   ,"c(-79.3434506791694, 43.7800823103762)"
110,3738,102143,125 Consumers Road Park,125 Consumers Road Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain","Located along the pathway, next to the shade structures.",https://www.toronto.ca/data/parks/prd/facilities/complex/3738/index.html,125 Consumers Rd   ,"c(-79.3320972637388, 43.7742047109685)"
111,3739,102144,Ballyconnor Park,Ballyconnor Park Bottle Filling Station,Bottle Filling Station,"Located along the pathway, across from the playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/3739/index.html,21 Ballyconnor Crt   ,"c(-79.38625063256, 43.7999325104505)"
112,1051,102145,Byng Park,Byng Park Bottle Filling Station,Bottle Filling Station,Located east of the parking lot.,https://www.toronto.ca/data/parks/prd/facilities/complex/1051/index.html,299 Pharmacy Ave  ,"c(-79.2842222538912, 43.701045193082)"
113,733,102146,Prairie Drive Park,Prairie Drive Park Bottle Filling Station,Bottle Filling Station,Located on the outside of the washroom building between the parking lot and the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/733/index.html,101 Pharmacy Ave  ,"c(-79.2839946698319, 43.6972617077137)"
114,1496,102147,Oakridge Park,Oakridge Park Playground Bottle Filling Station,Bottle Filling Station,Located east of the playground in the middle of the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1496/index.html,3459 Danforth Ave  ,"c(-79.2790953083871, 43.6928803661664)"
115,77,102148,High Park,High Park Chess House Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located east of the Chess House building near Bloor Street West.,https://www.toronto.ca/data/parks/prd/facilities/complex/77/index.html,1873 Bloor St  W ,"c(-79.4660993090496, 43.6528661489142)"
116,741,102149,Sandown Park,Sandown Park Splash Pad Bottle Filling Station,Bottle Filling Station,Located north of the splash pad along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/741/index.html,50 Natal Ave  ,"c(-79.2534381544156, 43.7095414957177)"
117,1017,102150,Natal Park,Natal Park Playground Bottle Filling Station,Bottle Filling Station,Located east of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1017/index.html,110 Natal Ave  ,"c(-79.2555284331617, 43.7142155871391)"
118,2441,102151,Tommy Thompson Park,Tommy Thompson Park Bottle Filling Station,Bottle Filling Station,Located south of the washroom building along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/2441/index.html,1 Leslie St  ,"c(-79.3223434740459, 43.6516028098282)"
119,1100,102152,Scarborough Heights Park,Scarborough Heights Park Dog Off-Leash Area Bottle Filling Station,Bottle Filling Station,Located inside the dog off-leash area on the west side.,https://www.toronto.ca/data/parks/prd/facilities/complex/1100/index.html,27 Fishleigh Dr  ,"c(-79.2510163055825, 43.6997162998745)"
120,3671,102153,GECo Park,GECo Park Bottle Filling Station,Bottle Filling Station,Located at the west end of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/3671/index.html,100 Cleanside Rd   ,"c(-79.2793436898017, 43.7180913187347)"
121,2155,102154,Albert Campbell Square,Albert Campbell Square Bottle Filling Station,Bottle Filling Station,Located east of the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/2155/index.html,150 Borough Dr  ,"c(-79.2565035891839, 43.7738536169048)"
122,543,102155,Thomson Memorial Park,Thomson Memorial Park Tennis Courts Bottle Filling Station,Bottle Filling Station,Located northwest of the tennis courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/543/index.html,1005 Brimley Rd  ,"c(-79.2552002635988, 43.7562137780297)"
123,856,102156,Norseman Heights Park,Norseman Heights Park Baseball Diamond Bottle Filling Station,Bottle Filling Station,Located east of the northeast baseball diamond along Chartwell Road.,https://www.toronto.ca/data/parks/prd/facilities/complex/856/index.html,100 Chartwell Rd  ,"c(-79.5148478667909, 43.6336427577722)"
124,121,102157,Lawton Parkette,Lawton Parkette Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located midway along the pathway in the middle of the park.,https://www.toronto.ca/data/parks/prd/facilities/complex/121/index.html,1600 Yonge St  ,"c(-79.3954298486177, 43.6914200172395)"
125,393,102158,Wells Hill Park,Wells Hill Park Bottle Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located in the northeast corner of the park along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/393/index.html,145 Hilton Ave  ,"c(-79.4160185759705, 43.6833458648558)"
126,798,102159,Centennial Park - Etobicoke,Centennial Park Etobicoke Stadium Bottle Filling Station,Bottle Filling Station,Located near the south end of Centennial Park Stadium.,https://www.toronto.ca/data/parks/prd/facilities/complex/798/index.html,256 Centennial Park Rd  ,"c(-79.592458255241, 43.659618258022)"
127,73,102160,Art Eggleton Park,Art Eggleton Park Drinking Water Station,"Drinking Fountain, Dog Fountain",Located next to wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/73/index.html,323 Harbord St  ,"c(-79.4183686908528, 43.6590708689315)"
128,982,13292,Ranee Park,Ranee Park Playground Drinking Fountain,Drinking Fountain,"Located along the pathway, east of the playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/982/index.html,326 Ranee Ave  ,"c(-79.4535652481643, 43.7228347534362)"
129,678,13281,Ledbury Park,Ledbury Park Outdoor Pool Drinking Fountain,Drinking Fountain,Located on the deck of the outdoor pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/678/index.html,160 Ledbury St  ,"c(-79.4253666394538, 43.726951604814)"
130,265,13302,Wanless Park,Wanless Park Wading Pool Drinking Water Station,"Drinking Fountain, Dog Fountain",Located east of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/265/index.html,250 Wanless Ave  ,"c(-79.3920063140451, 43.7292079434182)"
131,659,13275,Hendon Park,Hendon Park Drinking Fountain,Drinking Fountain,Located on the west side of the pathway south of the washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/659/index.html,50 Hendon Ave  ,"c(-79.4212126534532, 43.7809481598705)"
132,2147,13245,Bishop Park,Bishop Park Drinking Fountain,Drinking Fountain,Located on the pathway north of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/2147/index.html,45 Bishop Ave  ,"c(-79.4124996422704, 43.7818683483889)"
133,644,13273,Goulding Park,Goulding Park Bocce Court Drinking Fountain,Drinking Fountain,Located on the pathway on the west side of the bocce courts.,https://www.toronto.ca/data/parks/prd/facilities/complex/644/index.html,80 Patricia Ave  ,"c(-79.4225294798914, 43.7915826189632)"
134,67,18684,Jonathan Ashbridge Park,Jonathan Ashbridge Park Drinking Fountain,Drinking Fountain,Located near the corner of Queen Street East and Woodward Avenue.,https://www.toronto.ca/data/parks/prd/facilities/complex/67/index.html,1515 Queen St  E ,"c(-79.3198517797466, 43.6653895289883)"
135,521,13244,Bestview Park,Bestview Park Tennis Court Drinking Fountain,Drinking Fountain,Located on the pathway north of the tennis courts. ,https://www.toronto.ca/data/parks/prd/facilities/complex/521/index.html,115 Bestview Dr  ,"c(-79.3836965339925, 43.8027172413457)"
136,276,102033,Topham Park,Topham Park Baseball Diamond Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located between baseball diamonds 1 and 3 on the west side of the park along Selwyn Avenue.,https://www.toronto.ca/data/parks/prd/facilities/complex/276/index.html,181 Westview Blvd  ,"c(-79.3071122283356, 43.7098036332993)"
137,594,102034,Elizabeth Simcoe Park,Elizabeth Simcoe Park Splash Pad Bottle Filling Station,Bottle Filling Station,Located on the pathway south of the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/594/index.html,180 Sylvan Ave  ,"c(-79.2049627841657, 43.7386418216678)"
138,127,102035,Fairmount Park,Fairmount Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located on the pathway south of the wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/127/index.html,1725 Gerrard St  E ,"c(-79.3158057600934, 43.6752347821592)"
139,3628,102036,Cudmore Creek Park,Cudmore Creek Park Bottle Filling Station,Bottle Filling Station,Located on the pathway east of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/3628/index.html,250 Manor Rd  E ,"c(-79.3850050885105, 43.7053392662359)"
140,378,102037,MacGregor Playground,MacGregor Playground Splash Pad Bottle Filling Station,"Bottle Filling Station, Drinking Fountain",Located north of the splash pad along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/378/index.html,346 Lansdowne Ave  ,"c(-79.4414482006721, 43.6533807000531)"
141,200,102038,Sir Winston Churchill Park,Sir Winston Churchill Park Playground Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain",Located east of the playground outside of the clubhouse/washroom building.,https://www.toronto.ca/data/parks/prd/facilities/complex/200/index.html,301 St. Clair Ave  W ,"c(-79.4084871515109, 43.6843617970928)"
142,421,102039,Stan Wadlow Park,Stan Wadlow Park Clubhouse Bottle Filling Station,Bottle Filling Station,Located outside the clubhouse on the north side of the building.,https://www.toronto.ca/data/parks/prd/facilities/complex/421/index.html,888 Cosburn Ave  ,"c(-79.3151590299608, 43.6983630663549)"
143,1026,102040,Sheppard East Park,Sheppard East Park Playground Bottle Filling Station,Bottle Filling Station,Located west of the playground along the pathway.,https://www.toronto.ca/data/parks/prd/facilities/complex/1026/index.html,229 Glendora Ave  ,"c(-79.3974632021107, 43.7642382374807)"
144,640,102041,Glendora Park,Glendora Park Bottle Filling Station,Bottle Filling Station,Located on the pathway west of the splash pad.,https://www.toronto.ca/data/parks/prd/facilities/complex/640/index.html,201 Glendora Ave  ,"c(-79.3999799730403, 43.7613640886258)"
145,665,102042,Irving W. Chapley Park,Irving W. Chapley Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain, Dog Fountain","Located next to the parking lot, south of the baseball diamond.",https://www.toronto.ca/data/parks/prd/facilities/complex/665/index.html,205 Wilmington Ave  ,"c(-79.4557814460992, 43.7619210071364)"
146,190,102043,Chelsea Avenue Playground,Chelsea Avenue Playground Bottle Filling Station,Bottle Filling Station,Located on the pathway between the wading pool and the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/190/index.html,103 Chelsea Ave  ,"c(-79.4557447414831, 43.6573783535461)"
147,590,102044,Seven Oaks Park,Seven Oaks Park Bottle Filling Station,Bottle Filling Station,"Located outside the washroom building, south of the tennis courts.",https://www.toronto.ca/data/parks/prd/facilities/complex/590/index.html,372 Military Trl  ,"c(-79.2100085104548, 43.7879038676446)"
148,426,102045,George Webster Park,George Webster Park Drinking Water Station,"Bottle Filling Station, Drinking Fountain",Located between the spash pad and wading pool.,https://www.toronto.ca/data/parks/prd/facilities/complex/426/index.html,30 Chapman Ave  ,"c(-79.3008436342218, 43.7006429842604)"
149,429,102046,Joshua Cronkwright Parkette,Joshua Cronkwright Parkette Bottle Filling Station,Bottle Filling Station,Located southeast of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/429/index.html,504 Dawes Rd  ,"c(-79.2976035253034, 43.7036022917691)"
150,257,102047,Vine Avenue Playground,Vine Avenue Playground Bottle Filling Station,Bottle Filling Station,"Located on the southeast corner of the park, south of the playground.",https://www.toronto.ca/data/parks/prd/facilities/complex/257/index.html,200 Vine Ave  ,"c(-79.4701170059898, 43.6667422670111)"
151,3609,96703,Syd Cole Park,Syd Cole Park Playground Bottle Filling Station,Bottle Filling Station,Located east of the playground.,https://www.toronto.ca/data/parks/prd/facilities/complex/3609/index.html,60 Eastwood Park Gardens   ,"c(-79.5336430688776, 43.5957790818955)"
